Date,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
2011-11-09,2938.95,448.7351,298.8994,2102.72,-0.02879,-0.00512,-0.01347,-0.03660
2011-11-10,2935.7,448.1716,297.835,2121.14,-0.00111,-0.00126,-0.00356,0.00876
2011-11-11,3001.788,450.3616,299.4047,2162.48,0.02251,0.00489,0.00527,0.01949
2011-11-12,3001.788,450.3616,299.4047,2162.48,0.00000,0.00000,0.00000,0.00000
2011-11-13,3001.788,450.3616,299.4047,2162.48,0.00000,0.00000,0.00000,0.00000
2011-11-14,2974.798,449.3695,297.308,2142.09,-0.00899,-0.00220,-0.00700,-0.00943
2011-11-15,2966.666,447.2892,299.4238,2152.8,-0.00273,-0.00463,0.00712,0.00500
2011-11-16,2937.274,447.2794,299.9199,2117.64,-0.00991,-0.00002,0.00166,-0.01633
2011-11-17,2896.796,446.8854,292.4407,2082.1,-0.01378,-0.00088,-0.02494,-0.01678
2011-11-18,2883.999,446.8177,291.3004,2081.42,-0.00442,-0.00015,-0.00390,-0.00033
2011-11-19,2883.999,446.8177,291.3004,2081.42,0.00000,0.00000,0.00000,0.00000
2011-11-20,2883.999,446.8177,291.3004,2081.42,0.00000,0.00000,0.00000,0.00000
2011-11-21,2818.22,445.7864,287.6518,2042.71,-0.02281,-0.00231,-0.01253,-0.01860
2011-11-22,2809.025,445.8063,290.1756,2034.41,-0.00326,0.00004,0.00877,-0.00406
2011-11-23,2748.647,443.0383,286.3344,1989.54,-0.02149,-0.00621,-0.01324,-0.02206
2011-11-24,2741.058,442.6345,286.3344,1989.54,-0.00276,-0.00091,0.00000,0.00000
2011-11-25,2736.161,439.9128,284.9446,1984.5,-0.00179,-0.00615,-0.00485,-0.00253
2011-11-26,2736.161,439.9128,284.9446,1984.5,0.00000,0.00000,0.00000,0.00000
2011-11-27,2736.161,439.9128,284.9446,1984.5,0.00000,0.00000,0.00000,0.00000
2011-11-28,2822.434,441.0789,287.5313,2042.8,0.03153,0.00265,0.00908,0.02938
2011-11-29,2841.153,441.5056,290.3124,2048.06,0.00663,0.00097,0.00967,0.00257
2011-11-30,2953.45,443.6969,293.8383,2137.08,0.03953,0.00496,0.01215,0.04347
2011-12-01,2953.122,444.4158,293.3093,2133.07,-0.00011,0.00162,-0.00180,-0.00188
2011-12-02,2961.107,444.5662,294.0978,2132.64,0.00270,0.00034,0.00269,-0.00020
2011-12-03,2961.107,444.5662,294.0978,2132.64,0.00000,0.00000,0.00000,0.00000
2011-12-04,2961.107,444.5662,294.0978,2132.64,0.00000,0.00000,0.00000,0.00000
2011-12-05,2990.34,446.4019,292.5242,2154.68,0.00987,0.00413,-0.00535,0.01033
2011-12-06,2976.27,445.452,293.2023,2157.1,-0.00471,-0.00213,0.00232,0.00112
2011-12-07,2985.73,446.3194,290.722,2162.07,0.00318,0.00195,-0.00846,0.00230
2011-12-08,2929.255,445.8414,288.4509,2116.41,-0.01891,-0.00107,-0.00781,-0.02112
2011-12-09,2960.909,445.3569,287.455,2152.15,0.01081,-0.00109,-0.00345,0.01689
2011-12-10,2960.909,445.3569,287.455,2152.15,0.00000,0.00000,0.00000,0.00000
2011-12-11,2960.909,445.3569,287.455,2152.15,0.00000,0.00000,0.00000,0.00000
2011-12-12,2915.268,444.3945,283.0002,2120.15,-0.01541,-0.00216,-0.01550,-0.01487
2011-12-13,2891.819,443.367,284.7601,2102.15,-0.00804,-0.00231,0.00622,-0.00849
2011-12-14,2841.233,442.0876,274.4818,2078.51,-0.01749,-0.00289,-0.03609,-0.01125
2011-12-15,2850.845,443.1392,273.9465,2085.44,0.00338,0.00238,-0.00195,0.00333
2011-12-16,2859.914,444.9529,275.4383,2092.18,0.00318,0.00409,0.00545,0.00323
2011-12-17,2859.914,444.9529,275.4383,2092.18,0.00000,0.00000,0.00000,0.00000
2011-12-18,2859.914,444.9529,275.4383,2092.18,0.00000,0.00000,0.00000,0.00000
2011-12-19,2832.208,444.7244,275.9552,2067.67,-0.00969,-0.00051,0.00188,-0.01172
2011-12-20,2903.774,445.6512,280.5929,2129.67,0.02527,0.00208,0.01681,0.02999
2011-12-21,2904.468,444.386,282.219,2133.86,0.00024,-0.00284,0.00580,0.00197
2011-12-22,2928.052,444.625,283.6396,2152.04,0.00812,0.00054,0.00503,0.00852
2011-12-23,2949.979,443.9483,283.8652,2171.5,0.00749,-0.00152,0.00080,0.00904
2011-12-24,2949.979,443.9483,283.8652,2171.5,0.00000,0.00000,0.00000,0.00000
2011-12-25,2949.979,443.9483,283.8652,2171.5,0.00000,0.00000,0.00000,0.00000
2011-12-26,2951.504,443.9602,283.8652,2171.5,0.00052,0.00003,0.00000,0.00000
2011-12-27,2953.417,444.4568,285.739,2171.71,0.00065,0.00112,0.00660,0.00010
2011-12-28,2915.124,444.2716,282.8544,2145.09,-0.01297,-0.00042,-0.01010,-0.01226
2011-12-29,2939.164,444.5331,281.4136,2168.12,0.00825,0.00059,-0.00509,0.01074
2011-12-30,2951.809,446.6889,282.8255,2158.94,0.00430,0.00485,0.00502,-0.00423
2011-12-31,2951.809,446.6889,282.8255,2158.94,0.00000,0.00000,0.00000,0.00000
2012-01-01,2951.809,446.6889,282.8255,2158.94,0.00000,0.00000,0.00000,0.00000
2012-01-02,2960.497,446.6889,282.8255,2158.94,0.00294,0.00000,0.00000,0.00000
2012-01-03,3010.636,447.2469,289.8193,2192.4,0.01694,0.00125,0.02473,0.01550
2012-01-04,3004.698,445.4704,290.4945,2193.28,-0.00197,-0.00397,0.00233,0.00040
2012-01-05,2988.258,443.5345,286.1536,2199.73,-0.00547,-0.00435,-0.01494,0.00294
2012-01-06,2975.271,442.8278,286.5853,2194.98,-0.00435,-0.00159,0.00151,-0.00216
2012-01-07,2975.271,442.8278,286.5853,2194.98,0.00000,0.00000,0.00000,0.00000
2012-01-08,2975.271,442.8278,286.5853,2194.98,0.00000,0.00000,0.00000,0.00000
2012-01-09,2977.356,443.7983,287.6589,2200,0.00070,0.00219,0.00375,0.00229
2012-01-10,3015.127,444.4767,289.9303,2219.58,0.01269,0.00153,0.00790,0.00890
2012-01-11,3007.136,444.2543,287.8355,2220.48,-0.00265,-0.00050,-0.00723,0.00041
2012-01-12,3014.825,445.9103,284.6911,2225.74,0.00256,0.00373,-0.01092,0.00237
2012-01-13,2999.069,445.108,282.4759,2214.73,-0.00523,-0.00180,-0.00778,-0.00495
2012-01-14,2999.069,445.108,282.4759,2214.73,0.00000,0.00000,0.00000,0.00000
2012-01-15,2999.069,445.108,282.4759,2214.73,0.00000,0.00000,0.00000,0.00000
2012-01-16,3002.765,445.8524,282.4759,2214.73,0.00123,0.00167,0.00000,0.00000
2012-01-17,3025.65,446.523,284.4369,2222.59,0.00762,0.00150,0.00694,0.00355
2012-01-18,3052.268,447.0542,283.7731,2247.64,0.00880,0.00119,-0.00233,0.01127
2012-01-19,3079.355,447.0478,284.6475,2258.8,0.00887,-0.00001,0.00308,0.00497
2012-01-20,3085.963,446.8362,283.9576,2260.37,0.00215,-0.00047,-0.00242,0.00070
2012-01-21,3085.963,446.8362,283.9576,2260.37,0.00000,0.00000,0.00000,0.00000
2012-01-22,3085.963,446.8362,283.9576,2260.37,0.00000,0.00000,0.00000,0.00000
2012-01-23,3103.615,448.2074,288.557,2261.47,0.00572,0.00307,0.01620,0.00049
2012-01-24,3089.822,446.5976,289.4754,2259.22,-0.00444,-0.00359,0.00318,-0.00099
2012-01-25,3105.812,446.5204,292.7223,2278.83,0.00518,-0.00017,0.01122,0.00868
2012-01-26,3124.056,451.2771,294.036,2265.84,0.00587,0.01065,0.00449,-0.00570
2012-01-27,3112.678,452.4593,294.7775,2262.35,-0.00364,0.00262,0.00252,-0.00154
2012-01-28,3112.678,452.4593,294.7775,2262.35,0.00000,0.00000,0.00000,0.00000
2012-01-29,3112.678,452.4593,294.7775,2262.35,0.00000,0.00000,0.00000,0.00000
2012-01-30,3094.907,453.3297,291.625,2256.72,-0.00571,0.00192,-0.01069,-0.00249
2012-01-31,3099.94,454.1653,289.8194,2255.69,0.00163,0.00184,-0.00619,-0.00046
2012-02-01,3141.887,455.6591,290.151,2276.24,0.01353,0.00329,0.00114,0.00911
2012-02-02,3147.791,455.5671,290.4185,2278.92,0.00188,-0.00020,0.00092,0.00118
2012-02-03,3182.499,453.6359,292.6115,2312.49,0.01103,-0.00424,0.00755,0.01473
2012-02-04,3182.499,453.6359,292.6115,2312.49,0.00000,0.00000,0.00000,0.00000
2012-02-05,3182.499,453.6359,292.6115,2312.49,0.00000,0.00000,0.00000,0.00000
2012-02-06,3181.812,453.7947,293.2167,2311.55,-0.00022,0.00035,0.00207,-0.00041
