Date,Trading Index,Open Price,Highest Price,Lowest Price,Settlement Price (yuan/ton),Close Price,Settlement Volume (ton),Turnover (yuan)
2020-04-28,SZA-2019,19.80,19.80,19.80,19.80,19.80,1,19.80
2020-04-28,SZA-2018,21.40,21.40,21.40,21.40,21.40,1,21.40
2020-04-28,SZA-2017,21.70,21.70,21.70,21.70,21.70,1,21.70
2020-04-28,SZA-2016,19.48,19.48,19.48,19.48,19.48,1,19.48
2020-04-28,SZA-2015,20.25,24.75,20.25,24.75,24.75,2000,40504.50
2020-04-24,SZA-2016,17.71,,,17.71,17.71,0,0
2020-04-24,SZA-2015,22.50,,,22.50,22.50,0,0
2020-04-24,SZA-2014,25.00,,,25.00,25.00,0,0
2020-04-24,SZA-2013,18.63,,,18.63,18.63,0,0
2020-04-23,SZA-2019,18.00,,,18.00,18.00,0,0
2020-04-20,SZA-2017,19.73,,,19.73,19.73,0,0
2020-04-20,SZA-2016,17.71,,,17.71,17.71,0,0
2020-04-20,SZA-2015,22.50,,,22.50,22.50,0,0
2020-04-20,SZA-2014,25.00,,,25.00,25.00,0,0
2020-04-20,SZA-2013,18.63,,,18.63,18.63,0,0
2020-04-17,SZA-2013,18.63,,,18.63,18.63,0,0
2020-04-17,SZA-2014,25.00,25.00,25.00,25.00,25.00,1,25.00
2020-04-17,SZA-2015,22.50,22.50,22.50,22.50,22.50,1,22.50
2020-04-17,SZA-2016,17.71,17.71,17.71,17.71,17.71,1,17.71
2020-04-17,SZA-2017,19.73,19.73,19.73,19.73,19.73,10001,158519.73
2020-04-17,SZA-2018,15.91,19.45,15.91,19.45,19.45,1801,28657.45
2020-05-12,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-12,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-11,SZA-2019,21.78,,,21.78,21.78,0,0
2020-05-11,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-11,SZA-2017,28.89,28.89,28.89,28.89,28.89,1,28.89
2020-05-11,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-07,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-07,SZA-2014,30.25,,,30.25,30.25,0,0
2020-05-07,SZA-2013,27.27,,,27.27,27.27,0,0
2020-04-28,SZA-2014,27.50,27.50,27.50,27.50,27.50,1,27.50
2020-04-28,SZA-2013,20.49,20.49,20.49,20.49,20.49,1,20.49
2020-04-27,SZA-2019,18.00,,,18.00,18.00,0,0
2020-04-27,SZA-2018,19.45,,,19.45,19.45,0,0
2020-04-27,SZA-2017,19.73,,,19.73,19.73,0,0
2020-04-27,SZA-2016,17.71,,,17.71,17.71,0,0
2020-04-27,SZA-2015,22.50,,,22.50,22.50,0,0
2020-04-23,SZA-2018,19.45,,,19.45,19.45,0,0
2020-04-23,SZA-2017,19.73,,,19.73,19.73,0,0
2020-04-23,SZA-2016,17.71,,,17.71,17.71,0,0
2020-04-23,SZA-2015,22.50,,,22.50,22.50,0,0
2020-04-23,SZA-2014,25.00,,,25.00,25.00,0,0
2020-04-23,SZA-2013,18.63,,,18.63,18.63,0,0
2020-04-22,SZA-2019,18.00,,,18.00,18.00,0,0
2020-04-17,SZA-2019,18.00,18.00,18.00,18.00,18.00,1,18.00
2020-04-16,SZA-2019,17.13,,,17.13,17.13,0,0
2020-05-11,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-11,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-11,SZA-2013,28.89,28.89,28.89,28.89,28.89,1,28.89
2020-05-08,SZA-2019,21.78,,,21.78,21.78,0,0
2020-05-08,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-08,SZA-2017,21.48,26.26,21.48,26.26,26.26,2,47.74
2020-05-08,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-08,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-08,SZA-2014,27.23,33.28,27.23,33.28,33.28,51,1394.78
2020-05-08,SZA-2013,27.27,,,27.27,27.27,0,0
2020-05-06,SZA-2019,21.78,21.78,21.78,21.78,21.78,1,21.78
2020-05-06,SZA-2018,23.54,23.54,23.54,23.54,23.54,1,23.54
2020-05-06,SZA-2017,19.53,23.87,19.53,23.87,23.87,2,43.40
2020-05-06,SZA-2016,21.00,21.00,21.00,21.00,21.00,1,21.00
2020-05-06,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-06,SZA-2014,30.25,,,30.25,30.25,0,0
2020-05-06,SZA-2013,27.27,27.27,27.27,27.27,27.27,1,27.27
2020-04-27,SZA-2014,25.00,,,25.00,25.00,0,0
2020-04-27,SZA-2013,18.63,,,18.63,18.63,0,0
2020-04-24,SZA-2019,18.00,,,18.00,18.00,0,0
2020-04-24,SZA-2018,19.45,,,19.45,19.45,0,0
2020-04-24,SZA-2017,19.73,,,19.73,19.73,0,0
2020-05-19,SZA-2019,18.90,18.90,18.90,18.90,18.90,2,37.80
2020-05-19,SZA-2018,21.19,21.19,21.19,21.19,21.19,1,21.19
2020-05-19,SZA-2017,26.00,26.00,26.00,26.00,26.00,1,26.00
2020-05-19,SZA-2016,21.00,,,21.00,21.00,11014,161905.8
2020-05-19,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-15,SZA-2013,30.00,,,30.00,30.00,0,0
2020-04-22,SZA-2018,19.45,,,19.45,19.45,0,0
2020-04-22,SZA-2017,19.73,,,19.73,19.73,0,0
2020-04-22,SZA-2016,17.71,,,17.71,17.71,0,0
2020-04-22,SZA-2015,22.50,,,22.50,22.50,0,0
2020-04-22,SZA-2014,25.00,,,25.00,25.00,0,0
2020-04-22,SZA-2013,18.63,,,18.63,18.63,0,0
2020-04-21,SZA-2019,18.00,,,18.00,18.00,0,0
2020-05-07,SZA-2019,21.78,,,21.78,21.78,0,0
2020-05-07,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-07,SZA-2017,23.87,,,23.87,23.87,0,0
2020-05-07,SZA-2016,21.00,,,21.00,21.00,0,0
2020-04-30,SZA-2019,19.80,,,19.80,19.80,0,0
2020-04-30,SZA-2018,21.40,,,21.40,21.40,0,0
2020-04-30,SZA-2017,21.70,,,21.70,21.70,0,0
2020-04-30,SZA-2016,19.48,,,19.48,19.48,0,0
2020-04-30,SZA-2015,29.95,29.95,29.95,29.95,29.95,1,29.95
2020-04-30,SZA-2014,30.25,,,30.25,30.25,0,0
2020-04-30,SZA-2013,22.54,22.54,22.54,22.54,22.54,1,22.54
2020-04-29,SZA-2017,21.70,,,21.70,21.70,0,0
2020-04-29,SZA-2015,27.23,27.23,27.23,27.23,27.23,1,27.23
2020-05-19,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-19,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-18,SZA-2019,19.60,21.00,19.60,21.00,21.00,2,40.60
2020-05-18,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-18,SZA-2017,28.89,,,28.89,28.89,0,0
2020-05-18,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-14,SZA-2019,21.78,,,21.78,21.78,0,0
2020-05-14,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-14,SZA-2017,28.89,,,28.89,28.89,0,0
2020-05-14,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-14,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-14,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-14,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-13,SZA-2019,21.78,,,21.78,21.78,0,0
2020-05-13,SZA-2018,23.54,,,23.54,23.54,0,0
2020-04-21,SZA-2018,19.45,,,19.45,19.45,0,0
2020-04-29,SZA-2019,19.80,,,19.80,19.80,0,0
2020-05-18,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-18,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-18,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-15,SZA-2019,21.78,,,21.78,21.78,17000,272000
2020-05-15,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-15,SZA-2017,28.89,,,28.89,28.89,0,0
2020-05-15,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-15,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-13,SZA-2017,28.89,,,28.89,28.89,0,0
2020-05-13,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-13,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-13,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-13,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-12,SZA-2019,21.78,,,21.78,21.78,0,0
2020-05-12,SZA-2018,23.54,,,23.54,23.54,0,0
2020-05-12,SZA-2017,28.89,,,28.89,28.89,0,0
2020-05-12,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-12,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-15,SZA-2014,27.23,,,27.23,27.23,0,0
2020-05-22,SZA-2018,17.16,20.98,17.16,20.98,20.98,4001,68660.98
2020-05-22,SZA-2017,28.34,28.34,23.18,23.18,23.18,2,51.52
2020-05-22,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-22,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-22,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-22,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-21,SZA-2019,18.71,18.71,18.71,18.71,18.71,29892,356027.32
2020-05-21,SZA-2018,19.07,,,19.07,19.07,14711,196391.85
2020-05-21,SZA-2017,21.08,25.76,21.08,25.76,25.76,2,46.84
2020-05-21,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-21,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-21,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-21,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-20,SZA-2019,20.79,20.79,17.01,17.01,17.01,3,54.81
2020-05-20,SZA-2018,23.31,23.31,19.07,19.07,19.07,3,61.45
2020-05-20,SZA-2017,23.42,28.60,23.42,23.42,23.42,3988,93404.14
2020-05-20,SZA-2016,21.00,,,21.00,21.00,0,0
2020-05-20,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-20,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-20,SZA-2013,30.00,,,30.00,30.00,0,0
2020-06-01,SZA-2019,26.85,32.81,26.85,32.81,32.81,6,184.94
2020-06-01,SZA-2018,33.79,,,33.79,33.79,0,0
2020-06-01,SZA-2015,39.88,39.88,39.88,39.88,39.88,1,39.88
2020-06-01,SZA-2013,36.30,36.30,36.30,36.30,36.30,1,36.30
2020-05-29,SZA-2019,27.12,27.12,27.12,27.12,27.12,4,108.48
2020-05-29,SZA-2018,33.76,33.79,33.76,33.79,33.79,1001,33793.79
2020-05-29,SZA-2017,37.35,37.35,37.35,37.35,37.35,404,15089.40
2020-05-29,SZA-2016,27.95,27.95,27.95,27.95,27.95,1,27.95
2020-05-27,SZA-2017,30.86,30.86,30.86,30.86,30.86,2,30.86
2020-05-27,SZA-2016,25.41,,,25.41,25.41,0,0
2020-05-27,SZA-2015,32.95,,,32.95,32.95,0,0
2020-05-27,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-27,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-26,SZA-2019,20.37,20.37,20.37,20.37,20.37,3,61.11
2020-05-26,SZA-2018,25.39,25.39,25.39,25.39,25.39,2,50.78
2020-05-29,SZA-2015,36.25,36.25,36.25,36.25,36.25,1,36.25
2020-05-29,SZA-2014,36.61,36.61,36.61,36.61,36.61,1,36.61
2020-05-29,SZA-2013,33.00,33.00,33.00,33.00,33.00,1,33.00
2020-05-28,SZA-2019,24.65,24.65,24.65,24.65,24.65,1,24.65
2020-05-28,SZA-2018,30.72,30.72,30.72,30.72,30.72,1,30.72
2020-05-28,SZA-2017,33.95,33.95,33.95,33.95,33.95,1,33.95
2020-05-28,SZA-2016,25.41,,,25.41,25.41,0,0
2020-05-28,SZA-2015,32.95,,,32.95,32.95,0,0
2020-05-28,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-28,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-27,SZA-2019,19.50,22.41,18.33,22.41,22.41,4665,89967.69
2020-05-27,SZA-2018,22.85,27.93,22.85,27.93,27.93,293,6710.29
2020-06-04,SZA-2015,35.89,35.89,35.89,35.89,35.89,1,35.89
2020-06-04,SZA-2014,36.24,36.24,36.24,36.24,36.24,1,36.24
2020-06-04,SZA-2013,36.30,,,36.30,36.30,0,0
2020-06-03,SZA-2019,33.50,36.09,29.53,36.09,36.09,2009,67305.13
2020-06-03,SZA-2018,33.79,,,33.79,33.79,0,0
2020-06-03,SZA-2017,37.35,,,37.35,37.35,0,0
2020-06-03,SZA-2016,24.91,30.45,24.91,30.45,30.45,3,85.81
2020-06-03,SZA-2015,39.88,,,39.88,39.88,0,0
2020-06-03,SZA-2014,40.27,,,40.27,40.27,0,0
2020-06-03,SZA-2013,36.30,,,36.30,36.30,0,0
2020-05-26,SZA-2017,28.05,28.05,28.05,28.05,28.05,2,56.10
2020-05-26,SZA-2016,25.41,25.41,25.41,25.41,25.41,1,25.41
2020-05-26,SZA-2015,32.95,32.95,32.95,32.95,32.95,1,32.95
2020-05-26,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-26,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-25,SZA-2019,15.16,18.52,15.16,18.52,18.52,13007,153396.28
2020-05-25,SZA-2018,23.08,23.08,23.08,23.08,23.08,4,92.32
2020-05-25,SZA-2017,25.50,25.50,25.50,25.50,25.50,2,51.00
2020-05-25,SZA-2016,23.10,23.10,23.10,23.10,23.10,1,23.10
2020-06-12,SZA-2013,35.02,,,35.02,35.02,0,0
2020-06-11,SZA-2019,35.02,35.02,35.02,35.02,35.02,1,35.02
2020-06-11,SZA-2018,33.12,33.12,33.12,33.12,33.12,1,33.12
2020-06-11,SZA-2017,29.95,36.61,29.95,36.61,36.61,1907,57121.31
2020-06-11,SZA-2016,29.56,36.12,29.56,36.12,36.12,3726,110147.12
2020-06-09,SZA-2014,39.47,39.47,39.47,39.47,39.47,2,78.94
2020-06-09,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-08,SZA-2019,39.30,39.30,39.30,39.30,39.30,1,39.30
2020-06-08,SZA-2018,37.17,,,37.17,37.17,0,0
2020-06-08,SZA-2017,41.09,41.09,41.09,41.09,41.09,1,41.09
2020-06-08,SZA-2016,33.17,33.17,33.17,33.17,33.17,2,66.34
2020-06-08,SZA-2015,35.53,43.43,35.53,35.53,35.53,5,185.55
2020-06-02,SZA-2019,26.85,32.81,26.85,32.81,32.81,6,184.94
2020-06-02,SZA-2018,33.79,,,33.79,33.79,0,0
2020-06-02,SZA-2017,37.35,,,37.35,37.35,0,0
2020-06-02,SZA-2016,27.68,27.68,27.68,27.68,27.68,1,27.68
2020-06-02,SZA-2015,39.88,,,39.88,39.88,0,0
2020-06-02,SZA-2014,40.27,,,40.27,40.27,0,0
2020-06-02,SZA-2013,36.30,,,36.30,36.30,0,0
2020-06-01,SZA-2017,37.35,,,37.35,37.35,0,0
2020-06-01,SZA-2016,30.75,30.75,25.16,25.16,25.16,2,55.91
2020-06-01,SZA-2014,40.27,40.27,40.27,40.27,40.27,1,40.27
2020-05-25,SZA-2015,29.95,,,29.95,29.95,0,0
2020-05-25,SZA-2014,33.28,,,33.28,33.28,0,0
2020-05-25,SZA-2013,30.00,,,30.00,30.00,0,0
2020-05-22,SZA-2019,16.84,20.58,16.84,16.84,16.84,4003,67418.00
2020-06-11,SZA-2015,35.18,,,35.18,35.18,0,0
2020-06-11,SZA-2014,39.07,39.07,39.07,39.07,39.07,1,39.07
2020-06-11,SZA-2013,35.02,,,35.02,35.02,0,0
2020-06-10,SZA-2019,38.91,38.91,38.91,38.91,38.91,13,505.83
2020-06-10,SZA-2018,36.80,36.80,36.80,36.80,36.80,1,36.80
2020-06-10,SZA-2017,40.00,40.00,33.28,33.28,33.28,1231,49233.28
2020-06-10,SZA-2016,26.87,32.84,26.87,32.84,32.84,2,59.71
2020-06-10,SZA-2015,28.78,35.18,28.78,35.18,35.18,2,63.96
2020-06-08,SZA-2014,43.85,43.85,43.85,43.85,43.85,1,43.85
2020-06-08,SZA-2013,39.93,39.93,39.93,39.93,39.93,1,39.93
2020-06-05,SZA-2019,35.73,35.73,35.73,35.73,35.73,1,35.73
2020-06-05,SZA-2018,37.17,,,37.17,37.17,0,0
2020-06-05,SZA-2017,37.35,,,37.35,37.35,0,0
2020-06-05,SZA-2016,30.15,36.85,30.15,30.15,30.15,3,97.15
2020-06-05,SZA-2015,32.30,39.48,32.30,39.48,39.48,2,71.78
2020-06-05,SZA-2014,32.62,39.86,32.62,39.86,39.86,2,72.48
2020-06-05,SZA-2013,39.93,39.93,39.93,39.93,39.93,1,39.93
2020-06-04,SZA-2019,39.70,39.70,32.48,32.48,32.48,3,104.66
2020-06-04,SZA-2018,37.17,37.17,37.17,37.17,37.17,1,37.17
2020-06-10,SZA-2014,35.52,35.52,35.52,35.52,35.52,1,35.52
2020-06-10,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-09,SZA-2019,35.37,43.23,35.37,43.23,43.23,2,78.60
2020-06-09,SZA-2018,33.45,33.45,33.45,33.45,33.45,575,19233.75
2020-06-09,SZA-2017,36.98,36.98,36.98,36.98,36.98,1736,64197.28
2020-06-09,SZA-2016,29.85,29.85,29.85,29.85,29.85,88,2626.80
2020-06-09,SZA-2015,31.98,31.98,31.98,31.98,31.98,1,31.98
2020-06-04,SZA-2017,37.35,,,37.35,37.35,0,0
2020-06-04,SZA-2016,33.50,33.50,33.50,33.50,33.50,1,33.50
2020-06-19,SZA-2018,39.68,39.68,32.46,32.46,32.46,3,111.82
2020-06-19,SZA-2017,43.46,43.46,35.56,35.56,35.56,2,79.02
2020-06-19,SZA-2016,32.18,32.18,32.18,32.18,32.18,1,32.18
2020-06-19,SZA-2015,37.94,37.94,37.94,37.94,37.94,1,37.94
2020-06-19,SZA-2014,34.80,34.80,34.80,34.80,34.80,1,34.80
2020-06-19,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-16,SZA-2019,38.52,38.52,31.52,31.52,31.52,2,70.04
2020-06-16,SZA-2018,29.81,,,29.81,29.81,0,0
2020-06-16,SZA-2017,32.65,32.65,32.65,32.65,32.65,1,32.65
2020-06-16,SZA-2016,35.76,35.76,35.76,35.76,35.76,1,35.76
2020-06-16,SZA-2015,31.35,31.35,31.35,31.35,31.35,2,62.70
2020-06-16,SZA-2014,31.65,31.65,31.64,31.64,31.64,2,63.29
2020-06-16,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-15,SZA-2019,35.02,,,35.02,35.02,0,0
2020-06-15,SZA-2018,33.12,36.43,29.81,29.81,29.81,1965,58583.27
2020-06-24,SZA-2017,31.69,38.73,31.69,38.73,38.73,3,102.11
2020-06-24,SZA-2016,31.86,31.86,31.86,31.86,31.86,1,31.86
2020-06-24,SZA-2015,37.56,37.56,37.56,37.56,37.56,2,75.12
2020-06-24,SZA-2014,37.90,37.90,37.90,37.90,37.90,1,37.90
2020-06-24,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-23,SZA-2019,37.76,37.76,37.76,37.76,37.76,2,75.52
2020-06-23,SZA-2018,32.14,39.28,32.14,32.14,32.14,5,167.84
2020-06-23,SZA-2017,43.03,43.03,35.21,35.21,35.21,3,113.45
2020-06-23,SZA-2016,35.40,35.40,35.40,35.40,35.40,1,35.40
2020-06-18,SZA-2019,34.67,34.67,34.67,34.67,34.67,2,69.34
2020-06-18,SZA-2018,36.07,36.07,36.07,36.07,36.07,1,36.07
2020-06-18,SZA-2017,39.51,39.51,39.51,39.51,39.51,1,39.51
2020-06-18,SZA-2016,35.76,,,35.76,35.76,0,0
2020-06-18,SZA-2015,34.49,,,34.49,34.49,0,0
2020-06-18,SZA-2014,31.64,,,31.64,31.64,0,0
2020-06-18,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-17,SZA-2019,31.52,,,31.52,31.52,0,0
2020-06-17,SZA-2018,26.83,32.79,26.83,32.79,32.79,6001,161012.79
2020-06-17,SZA-2017,29.45,35.92,29.45,35.92,35.92,4003,117907.76
2020-06-17,SZA-2016,35.76,,,35.76,35.76,0,0
2020-06-17,SZA-2015,34.49,34.49,34.49,34.49,34.49,1,34.49
2020-06-15,SZA-2017,40.27,44.30,36.27,36.27,36.27,2,80.57
2020-06-15,SZA-2016,39.73,,,39.73,39.73,0,0
2020-06-15,SZA-2015,34.83,34.83,34.83,34.83,34.83,1,34.83
2020-06-15,SZA-2014,35.16,35.16,35.16,35.16,35.16,1,35.16
2020-06-15,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-12,SZA-2019,35.02,,,35.02,35.02,0,0
2020-06-12,SZA-2018,33.12,,,33.12,33.12,0,0
2020-06-12,SZA-2017,40.27,40.27,40.27,40.27,40.27,1,40.27
2020-06-12,SZA-2016,39.73,39.73,39.73,39.73,39.73,1,39.73
2020-06-12,SZA-2015,38.70,38.70,38.70,38.70,38.70,1,38.70
2020-06-12,SZA-2014,39.07,,,39.07,39.07,0,0
2020-06-23,SZA-2015,34.15,41.73,34.15,41.73,41.73,2,75.88
2020-06-23,SZA-2014,42.11,42.11,34.45,34.45,34.45,2,76.56
2020-06-23,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-22,SZA-2019,34.33,34.33,34.33,34.33,34.33,2,68.66
2020-06-22,SZA-2018,35.71,35.71,35.71,35.71,35.71,1,35.71
2020-06-22,SZA-2017,39.12,39.12,39.12,39.12,39.12,2,78.24
2020-06-22,SZA-2016,32.18,,,32.18,32.18,0,0
2020-06-22,SZA-2015,37.94,,,37.94,37.94,0,0
2020-06-22,SZA-2014,38.28,38.28,38.28,38.28,38.28,1,38.28
2020-06-22,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-19,SZA-2019,38.14,38.14,38.14,38.14,38.14,1,38.14
2020-06-17,SZA-2014,31.64,,,31.64,31.64,0,0
2020-06-17,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-01,SZA-2016,35.05,35.05,35.05,35.05,35.05,1,35.05
2020-07-01,SZA-2015,33.46,33.46,33.46,33.46,33.46,1,33.46
2020-07-01,SZA-2014,33.77,33.77,33.77,33.77,33.77,1,33.77
2020-07-01,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-30,SZA-2019,41.12,50.26,41.12,50.26,50.26,2,91.38
2020-06-30,SZA-2018,28.64,35.00,28.64,35.00,35.00,6,178.20
2020-06-30,SZA-2017,38.34,38.34,38.34,38.34,38.34,1,38.34
2020-06-30,SZA-2016,31.86,,,31.86,31.86,0,0
2020-06-30,SZA-2015,30.42,30.42,30.42,30.42,30.42,1,30.42
2020-06-30,SZA-2014,30.70,30.70,30.70,30.70,30.70,2,61.40
2020-07-06,SZA-2015,29.82,29.82,29.82,29.82,29.82,1,29.82
2020-07-06,SZA-2014,30.09,30.09,30.09,30.09,30.09,2,60.18
2020-07-06,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-03,SZA-2019,44.78,44.78,44.78,44.78,44.78,1,44.78
2020-07-03,SZA-2018,31.19,31.19,25.52,25.52,25.52,3,87.90
2020-07-03,SZA-2017,41.76,41.76,34.16,34.16,34.16,2,75.92
2020-07-03,SZA-2016,38.56,38.56,38.56,38.56,38.56,1,38.56
2020-07-03,SZA-2015,33.13,33.13,33.13,33.13,33.13,1,33.13
2020-07-03,SZA-2014,27.35,27.35,27.35,27.35,27.35,1,27.35
2020-07-03,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-30,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-29,SZA-2019,37.39,45.69,37.39,45.69,45.69,2,83.08
2020-06-29,SZA-2018,31.82,38.89,31.82,31.82,31.82,4,134.35
2020-06-29,SZA-2017,34.86,42.60,34.86,42.60,42.60,4,147.18
2020-06-29,SZA-2016,31.86,,,31.86,31.86,0,0
2020-06-29,SZA-2015,33.80,33.80,33.80,33.80,33.80,1,33.80
2020-06-29,SZA-2014,34.11,34.11,34.11,34.11,34.11,1,34.11
2020-06-29,SZA-2013,43.92,,,43.92,43.92,0,0
2020-06-24,SZA-2019,33.98,41.54,33.98,41.54,41.54,3,109.50
2020-06-24,SZA-2018,28.93,35.35,28.93,35.35,35.35,3,93.21
2020-07-09,SZA-2014,32.77,32.77,32.77,32.77,32.77,1,32.77
2020-07-09,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-08,SZA-2018,27.79,27.79,22.73,27.79,27.79,7,179.35
2020-07-08,SZA-2017,24.90,30.44,24.90,30.44,30.44,4,105.14
2020-07-08,SZA-2019,32.64,39.90,32.64,39.90,39.90,2,72.54
2020-07-08,SZA-2016,34.35,34.35,34.35,34.35,34.35,1,34.35
2020-07-08,SZA-2015,36.08,36.08,29.52,29.52,29.52,2,65.60
2020-07-08,SZA-2014,36.41,36.41,36.41,36.41,36.41,1,36.41
2020-07-08,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-07,SZA-2019,36.27,36.27,36.27,36.27,36.27,1,36.27
2020-07-16,SZA-2019,47.32,47.32,38.72,38.72,38.72,3,124.76
2020-07-16,SZA-2018,32.96,32.96,26.96,32.96,32.96,9,266.64
2020-07-16,SZA-2017,29.54,29.54,24.17,29.54,29.54,5,136.96
2020-07-16,SZA-2016,33.21,33.21,33.21,33.21,33.21,1,33.21
2020-07-16,SZA-2015,31.82,38.90,31.82,31.82,31.82,5,166.18
2020-07-16,SZA-2014,35.33,35.33,28.91,28.91,28.91,2,64.24
2020-07-16,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-15,SZA-2019,35.20,43.02,35.20,43.02,43.02,7,269.86
2020-07-15,SZA-2018,36.62,36.62,29.96,29.96,29.96,8,272.98
2020-07-15,SZA-2017,26.85,26.85,26.85,26.85,26.85,5,134.25
2020-07-15,SZA-2016,45.10,45.10,36.90,36.90,36.90,4,155.80
2020-07-14,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-13,SZA-2019,43.45,43.45,35.55,35.55,35.55,4,165.90
2020-07-13,SZA-2018,36.99,36.99,30.27,36.99,36.99,4,141.24
2020-07-13,SZA-2017,27.12,27.12,22.19,27.12,27.12,7,184.91
2020-07-13,SZA-2016,37.41,37.41,37.41,37.41,37.41,7,261.87
2020-07-02,SZA-2019,40.71,40.71,40.71,40.71,40.71,1,40.71
2020-07-02,SZA-2018,28.35,34.65,28.35,28.35,28.35,4503,127678.95
2020-07-02,SZA-2017,37.96,37.96,37.96,37.96,37.96,3,113.88
2020-07-02,SZA-2016,35.05,,,35.05,35.05,0,0
2020-07-02,SZA-2015,36.81,36.81,36.81,36.81,36.81,1,36.81
2020-07-02,SZA-2014,37.15,37.15,30.39,30.39,30.39,2,67.54
2020-07-02,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-01,SZA-2019,45.23,45.23,45.23,45.23,45.23,1,45.23
2020-07-01,SZA-2018,31.50,31.50,31.50,31.50,31.50,40003,980094.50
2020-07-07,SZA-2018,30.88,30.88,25.26,25.26,25.26,4,112.28
2020-07-07,SZA-2017,33.81,33.81,27.67,27.67,27.67,3,95.29
2020-07-07,SZA-2016,38.17,38.17,31.23,31.23,31.23,2,69.40
2020-07-07,SZA-2015,32.80,32.80,32.80,32.80,32.80,2,65.60
2020-07-07,SZA-2014,33.10,33.10,33.10,33.10,33.10,2,66.20
2020-07-07,SZA-2013,43.92,,,43.92,43.92,0,0
2020-07-06,SZA-2019,40.30,40.30,40.30,40.30,40.30,1,40.30
2020-07-06,SZA-2018,22.97,28.07,22.97,28.07,28.07,3,79.11
