,Date,Settlement Price (yuan/ton),Highest Price,Lowest Price,Settlement Volume (ton),Turnover (yuan),Return,index_y,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
105,2020-08-24,29.2,30.44,28.01,105179.0,3046368.50,-0.01318012842176408,3888,7162.361,542.073,152.9137,7048.17,1.010505083168475,1.0010237875485717,1.0027358004937819,1.0101615674898634
106,2020-08-25,29.18,29.49,27.88,95631.0,2771976.67,-0.00068493150684934,3889,7180.071999999999,540.4974,153.689,7073.6,1.002472787953581,0.9970933804118634,1.0050701801081263,1.0036080287507254
107,2020-08-26,29.1,30.5,28.52,140432.0,4134373.17,-0.002741603838245288,3890,7248.695,540.6099,154.2883,7145.77,1.009557425050891,1.000208141611782,1.0038994332710864,1.010202725627686
108,2020-08-27,29.01,30.3,29.0,92823.0,2692357.08,-0.003092783505154628,3891,7239.306,539.0473,154.9686,7158.18,0.9987047323690678,0.9971095608866947,1.0044092779556195,1.0017366917770933
109,2020-08-28,29.0,29.18,28.66,96314.0,2779641.41,-0.00034470872113068207,3892,7281.769,541.8519,156.0781,7207.1,1.0058656175053244,1.0052028829381021,1.0071595148952754,1.0068341394041502
110,2020-08-31,29.0,30.2,27.11,79272.0,2258616.87,0.0,3895,7278.444,542.91,156.4625,7192.11,0.9995433801868749,1.001952747605019,1.0024628695505649,0.997920106561585
111,2020-09-01,29.0,29.86,27.5,53966.0,1563457.90,0.0,3896,7313.536999999999,543.8919,156.8631,7246.37,1.0048214975618415,1.0018085870586284,1.002560357913238,1.0075443784925426
112,2020-09-02,28.95,29.2,28.55,81130.0,2332087.27,-0.0017241379310345415,3897,7393.548000000001,543.2097,155.4359,7358.49,1.010940123773217,0.9987457066376609,0.9909016205850835,1.0154725745442201
113,2020-09-03,28.95,29.19,28.8,99311.0,2869089.31,0.0,3898,7192.204000000001,543.4313,154.2912,7101.38,0.972767607649264,1.0004079455871278,0.9926355494451411,0.9650594075686724
114,2020-09-04,28.94,29.35,27.87,149673.0,4323988.89,-0.0003454231433505095,3899,7114.624,540.9628,154.49200000000002,7043.62,0.989213320423058,0.9954575674974924,1.0013014352082297,0.9918663696351976
115,2020-09-07,28.96,29.48,28.1,178939.0,5145850.57,0.0006910850034553827,3902,7139.8859999999995,541.1028,154.49200000000002,7043.62,1.0035507146969396,1.0002587978323094,1.0,1.0
116,2020-09-08,28.99,29.0,28.58,116084.0,3343686.47,0.001035911602209838,3903,6981.081,541.4095,152.3703,6848.42,0.977758048237745,1.0005668054203378,0.9862666028014393,0.9722869774348986
117,2020-09-09,29.09,29.96,28.1,129669.0,3709228.63,0.0034494653328733804,3904,7098.029,540.8823,153.0287,6986.76,1.0167521333730407,0.9990262453835775,1.0043210520685462,1.0202002797725607
118,2020-09-10,28.76,29.88,28.55,83546.0,2416934.14,-0.011344104503265616,3905,7021.314,541.4828,152.5703,6864.23,0.9891920700802997,1.001110223055922,0.9970044834727082,0.9824625434393051
119,2020-09-11,29.28,31.0,28.5,54874.0,1590609.55,0.018080667593880276,3906,7022.474,541.6438,152.7145,6868.22,1.0001652112410868,1.000297331697332,1.0009451380773322,1.000581274228865
120,2020-09-14,29.12,30.35,28.52,63099.0,1831914.96,-0.005464480874316946,3909,7107.218000000001,543.0573,153.1189,6957.91,1.0120675420086995,1.002609648628859,1.002648078604193,1.0130586964308073
121,2020-09-15,29.0,30.19,28.3,82476.0,2375478.53,-0.004120879120879106,3910,7141.722,543.0817,153.2288,6994.33,1.004854782841894,1.0000449308019612,1.000717742878247,1.0052343304239348
122,2020-09-16,28.51,29.88,28.2,43749.0,1256557.63,-0.016896551724137843,3911,7128.624,543.7684,154.299,6962.29,0.9981659885388986,1.0012644506342234,1.0069843267062066,0.995419146651645
123,2020-09-17,28.98,29.98,28.33,57223.0,1653486.17,0.01648544370396343,3912,7069.602,543.776,154.49,6903.82,0.9917204217812582,1.000013976538541,1.0012378563697757,0.9916019010986328
124,2020-09-18,29.0,29.98,26.51,118911.0,3435678.94,0.0006901311249136732,3913,7023.556,544.5762,155.7289,6826.72,0.9934867620553463,1.0014715618195729,1.0080192892743867,0.9888322696709938
125,2020-09-21,29.0,29.66,28.51,132692.0,3844392.83,0.0,3916,6909.576999999999,542.7344,151.869,6748.08,0.9837718956038792,0.9966179205040545,0.9752139776239349,0.9884805587456348
