,Date,Settlement Volume (ton),Settlement Price (yuan/ton),Trading Index,Turnover,Return
264,2015-05-25,21718,46.57,,"1,011,327.50",-0.017299999999999982
265,2015-05-26,25317,47.76,,"1,209,076.00",0.025600000000000067
266,2015-05-27,46359,47.22,,"2,188,935.10",-0.011299999999999977
267,2015-05-28,12667,46.87,,"593,748.90",-0.007399999999999962
268,2015-05-29,56295,46.76,,"2,632,406.60",-0.0022999999999999687
269,2015-06-01,43334,46.79,,"2,027,607.60",0.0005999999999999339
270,2015-06-10,72380,44.16,,"3,196,181.80",-0.05620000000000003
271,2015-06-12,56827,41.66,,"2,367,629.70",-0.056599999999999984
272,2015-06-16,951,40.0,,"38,040.00",-0.03979999999999995
273,2015-06-17,7170,45.9,,"329,105.00",0.14749999999999996
274,2015-06-18,16450,41.22,,"678,133.90",-0.10199999999999998
275,2015-06-19,9824,40.39,,"396,839.50",-0.020100000000000007
276,2015-06-25,19944,38.83,,"774,473.00",-0.03859999999999997
277,2015-06-26,11000,40.66,,"447,250.00",0.04709999999999992
278,2015-06-29,29177,39.47,,"1,151,527.50",-0.029299999999999993
279,2015-07-31,70,42.0,,"2,940.00",0.06410000000000005
280,2015-08-04,110,41.73,,"4,590.00",-0.006399999999999961
281,2015-08-10,85,41.88,,"3,559.50",0.0036000000000000476
282,2015-08-14,110,41.68,,"4,585.00",-0.0048000000000000265
283,2015-09-10,100,45.0,,"4,500.00",0.0797000000000001
284,2016-03-25,1451,37.75,,"54,774.10",-0.16110000000000002
285,2019-09-04,200,86.5,,"17,300.00",1.2913999999999999
