Date,Settlement Volume (ton),Settlement Price (yuan/ton),Turnover (yuan)
2020-06-24,53,55.00,"2,915.00(林业碳汇)"
2020-06-24,15800,90,"1,422,000.00(BEA)"
2020-06-23,1,17.30,17.30(CCER)
2020-06-22,132,93.70,"12,368.40(BEA)"
2020-06-19,3864,90.50,"349,692.00（BEA）"
2020-06-18,200,90.10,"18,020.00（BEA）"
2020-07-24,1834,95.20,"74,596.80（BEA）"
2020-07-23,5,28.60,143.00（CCER）
2020-07-23,4047,90.62,"366,749.70（BEA）"
2020-07-22,265,93.93,"24,892.00（BEA）"
2020-07-21,8590,88.64,"761,451.00（BEA）"
2020-07-20,4005,92.58,"370,776.00（BEA）"
2020-07-17,5175,94.00,"486,450.00(BEA)"
2020-07-15,100,94.00,"9,400.00(BEA)"
2020-07-14,18420,84.87,"1,563,231.00（BEA）"
2020-07-13,300,22.00,"6,600.00(CCER)"
2020-07-13,12740,85.13,"1,084,508.00（BEA）"
2020-07-10,100,93.50,"9,350.00（BEA）"
2020-07-09,591,55.00,"32,505.00（林业碳汇）"
2020-07-09,8989,86.92,"781,332.20（BEA）"
2020-07-08,11186,87.29,"976,382.20（BEA）"
2020-06-17,53,47.50,"2,517.50（林业碳汇）"
2020-06-16,1000,80.00,"80,000.00（BEA）"
2020-08-07,8171,14.30,"116,845.30(CCER)"
2020-08-06,10,20.00,200.00(CCER)
2020-08-06,7285,98.18,"715,222.50(BEA)"
2020-08-05,800,25.00,"20,000.00(CCER）"
2020-08-05,6500,91.85,"597,050.00(BEA)"
2020-08-04,800,55.00,"44,000.00(林业碳汇)"
2020-08-04,19371,95.35,"1,847,100.00(BEA)"
2020-08-03,100,94.00,"9,400.00(BEA)"
2020-07-31,11800,89.36,"1,054,400.00 （BEA）"
2020-07-30,100,94.00,"9,400.00（BEA）"
2020-07-29,615,93.77,"57,669.50（BEA）"
2020-07-28,3033,86.61,"262,677.40（BEA）"
2020-07-27,200,95.20,"19,040.00 (BEA)"
2020-07-24,1300,21.73,"28,252.80（CCER）"
2020-07-24,1139,55.00,"62,645.00（林业碳汇）"
2019-10-18,4,81.40,325.60(BEA)
2019-10-16,3251,87.30,"283,812.00（BEA）"
2019-10-15,3220,86.49,"278,510.00（BEA）"
2019-10-10,4910,86.71,"425,732.00（BEA）"
2019-10-09,266,86.50,"23,009.00（BEA）"
2019-09-30,4339,87.17,"378,240.00(BEA)"
2019-09-27,15333,86.73,"1,329,897.00（BEA）"
2019-09-26,14364,86.25,"1,238,952.00（BEA）"
2019-09-25,4856,86.40,"419,572.00(BEA)"
2019-09-24,5570,86.90,"484,047.00（BEA）"
2019-09-23,5282,86.68,"457,843.00（BEA）"
2019-09-20,14765,86.58,"1,278,345.00（BEA）"
2019-09-19,65997,86.31,"5,696,190.00(BEA)"
2019-09-17,20346,86.49,"1,759,712.40(BEA)"
2019-09-16,32026,86.72,"2,777,214.80(BEA)"
2019-12-13,1,60.00,60.00（BEA）
2019-12-12,9215,74.66,"687,957.00（BEA）"
2019-12-11,14315,76.48,"1,094,789.50（BEA）"
2019-12-10,780,75.38,"58,800.00（BEA）"
2019-12-03,9500,72.11,"685,000.00(BEA)"
2019-12-02,500,66.00,"33,000.00(BEA)"
2019-11-28,3319,55.10,"182,876.90（BEA）"
2019-11-27,27227,53.18,"1,447,898.00（BEA）"
2019-11-26,23877,53.88,"1,286,537.00（BEA）"
2019-11-25,21424,55.10,"1,180,542.50（BEA）"
2019-11-22,15686,48.40,"759,202.00(BEA)"
2019-11-21,280,60.50,"16,940.00(BEA)"
2019-11-19,425,67.20,"28,560.00(BEA)"
2019-10-22,100,84.00,"8,400.00(BEA)"
2019-10-21,1,76.00,76.00(BEA)
2019-08-22,49119,86.91,"4,268,982.60(BEA)"
2019-08-21,93218,86.47,"8,060,338.60(BEA)"
2019-08-20,95752,86.57,"8,288,819.40(BEA)"
2019-08-19,58496,85.10,"4,978,245.50(BEA)"
2019-08-16,88726,85.95,"7,625,626.60(BEA)"
2019-08-16,1321,14.00,"18,494.00(CCER)"
2019-08-15,73021,86.94,"6,348,443.40(BEA)"
2019-08-14,48879,87.06,"4,255,582.20(BEA)"
2019-08-13,26739,87.36,"2,335,785.50(BEA)"
2019-08-12,22809,86.87,"1,981,326.40(BEA)"
2019-08-09,10242,86.98,"890,826.50(BEA)"
2019-08-08,26790,85.93,"2,302,174.00(BEA)"
2019-08-07,3125,11.82,"36,972.50(CCER)"
2019-08-07,44369,86.79,"3,853,169.40(BEA)"
2019-08-06,1900,13.00,"24,700.00(CCER)"
2020-09-08,6254,83.56,"522,565.00（BEA）"
2020-09-07,1140,48.90,"55,746.00（林业碳汇）"
2020-09-07,3830,93.92,"359,702.00（BEA）"
2020-09-04,634,20.00,"12,680.00（CCER）"
2020-09-04,634,55.00,"34,870.00（林业碳汇）"
2020-09-04,6836,86.71,"592,750.60（BEA）"
2020-09-03,5,55.00,275.00（林业碳汇）
2020-09-02,2360,47.00,"110,920.00（林业碳汇）"
2020-09-02,12189,91.96,"1,120,848.00（BEA）"
2020-09-01,5809,91.89,"533,798.80（BEA）"
2020-08-31,312,50.00,"15,600.00（林业碳汇）"
2020-08-31,5610,95.28,"534,525.00（BEA）"
2020-08-28,22054,90.62,"1,998,520.60（BEA）"
2020-08-27,12656,55.00,"1,036,326.40（林业碳汇）"
2020-08-27,12656,81.88,"1,036,326.40（BEA）"
2020-10-09,11037,90.08,"994,200.40(BEA)"
2020-09-29,44453,88.29,"3,924,971.20（BEA）"
2020-09-28,25352,86.48,"834,292.00（BEA）"
2020-09-25,4090,94.97,"388,444.00（BEA）"
2020-09-24,2500,20.00,"50,000（CCER）"
2020-09-24,505,95.79,"48,376.00（BEA）"
2020-09-22,14180,93.97,"1,332,544.00（BEA）"
2020-09-21,11496,94.66,"1,088,157.00（BEA）"
2020-09-16,104,87.58,"9,108.80（BEA）"
2020-09-15,1000,76.20,"76,200.00（BEA）"
2020-09-14,2600,63.50,"165,100.00（BEA）"
2020-09-11,2500,23,"57,500.00（CCER）"
2020-09-11,5381,65.30,"351,379.00（BEA）"
2020-09-09,1682,21.90,"36,835.80（CCER）"
2020-09-09,6426,81.57,"524,156.80（BEA）"
2020-08-26,100,89.90,"8,990.00（BEA）"
2020-08-25,5410,93.83,"507,617.00（BEA）"
2020-08-21,2500,20.00,"50,000.00（CCER）"
2020-08-21,12472,92.14,"1,149,182.00（BEA）"
2020-08-20,498,102.96,"51,276.00(BEA)"
2020-08-19,470,21.00,"9,870.00(CCER)"
2020-08-19,294,94.00,"27,636.00(BEA)"
2020-08-17,8144,90.65,"738,271.60（BEA）"
2020-08-14,880,60.00,"52,800.00（PCER）"
2020-08-14,300,61.00,"18,300.00（林业碳汇）"
2020-08-13,10,55.00,550.00（PCER）
2020-08-12,450,19.80,"8,910.00（CCER）"
2020-08-12,5402,94.29,"509,377.20（BEA）"
2020-08-10,10,18.60,168.00（CCER）
2020-08-10,1442,98.20,"141,601.20（BEA）"
2020-10-26,1285,54.00,"69,390.00（林业碳汇）"
2020-10-26,1784,88.84,"2,823,786.80（BEA）"
2020-10-23,11988,88.96,"1,066,457.60（BEA）"
2020-10-22,9652,93.97,"906,952.00（BEA）"
2020-10-21,8868,94.96,"1,791,681.70（BEA）"
2020-10-20,24706,92.62,"2,288,197.20（BEA）"
2020-10-19,12490,95.21,"1,189,115.70（BEA）"
2020-10-16,8993,95.37,"857,646.60(BEA))"
2020-10-15,3914,22.10,"86,499.40(CCER))"
2020-10-15,7987,95.20,"760,360.70(BEA)"
2020-10-14,16101,26.70,"430,413.40(CCER))"
2020-10-14,26753,95.12,"2,544,637.60(BEA))"
2020-10-13,10,28.60,286.00(CCER)
2020-10-13,26988,95.28,"2,571,451.00(BEA)"
2020-10-12,17966,94.60,"1,699,495.70(BEA))"
2020-11-12,500,10.90,"5,450.00（CCER）"
2020-11-12,55536,93.92,"5,215,821.00（BEA）"
2020-11-11,500,15.50,"7,750.00（CCER）"
2020-11-11,39888,91.53,"3,651,081.50（BEA）"
2020-11-10,35822,96.29,"3,449,420.10（BEA）"
2020-11-09,9350,91.55,"856,020.00（BEA）"
2020-11-06,40752,92.30,"3,761,609.70(BEA)"
2020-11-05,36550,91.87,"3,357,996.00 (BEA)"
2020-11-04,72517,93.82,"6,803,332.00(BEA)"
2020-11-03,8826,88.80,"783,752.80(BEA)"
2020-11-02,9746,93.42,"910,479.00(BEA)"
2020-10-30,9010,89.44,"805,863.20（BEA）"
2020-10-29,9007,92.90,"836,706.00（BEA）"
2020-10-28,14623,89.41,"1,307,494.00（BEA）"
2020-10-27,13125,93.75,"1,230,501.00（BEA）"
2020-12-09,100,90.00,"9,000.00(BEA)"
2020-12-08,1000,75.00,"75,000(BEA)"
2020-12-07,7885,62.58,"493,413.20（BEA）"
2020-12-04,12533,69.75,"874,155.70(BEA)"
2020-12-03,10000,71.10,"711,000.00(BEA)"
2020-12-02,2000,71.80,"143,600.00(BEA)"
2020-12-01,3900,71.00,"276,900.00(BEA)"
2020-11-26,105,88.80,"9,324.00(BEA)"
2020-11-23,980,19.50,"19,110.00（CCER）"
2020-11-23,100,74.00,"7,400.00（BEA）"
2020-11-20,10,18.00,180.00(CCER)
2020-11-20,7519,66.00,"496,254.00(BEA)"
2020-11-19,10,14.00,140.00(CCER)
2020-11-16,5317,82.50,"438,652.50(BEA）"
2020-11-13,18158,90.09,"1,635,885.80（BEA）"
2021-03-31,1100,28.41,"31,250.00(BEA)"
2021-03-30,1050,30.63,"32,160.00(BEA)"
2021-03-19,50,36.00,"1,800.00(BEA)"
2021-03-18,50,30.00,"1,500.00(BEA)"
2021-03-17,7000,25.71,"180,000.00(BEA)"
2021-03-02,2298,25.00,"57,450.00(BEA)"
2021-02-23,2800,30.00,"84,000.00(BEA)"
2021-02-08,3000,30.00,"90,000.00(BEA)"
2021-02-05,5,37.50,187.50(BEA)
2021-02-03,4544,46.20,"209,932.80(BEA)"
2021-02-02,2073,38.50,"79,810.50(BEA)"
2021-02-01,1705,46.40,"79,112.00(BEA)"
2021-01-26,4,48.75,195.00(BEA)
2021-01-25,11531,45.04,"519,315.40(BEA)"
2021-01-22,13,36.00,468.00(BEA)
2020-06-15,1500,47.50,"71,250.00（PCER）"
2020-06-15,617,69.42,"42,834.10（BEA）"
2020-06-12,14221,74.54,"1,060,001.50（BEA）"
2020-06-11,1500,53.10,"79,650.00（PCER）"
2020-06-11,6950,13.30,"92,435.00（CCER）"
2020-06-11,90,89.40,"8,046.00（BEA）"
2020-06-10,50,19.00,950.00（CCER）
2020-06-09,10,14.60,146.00（CCER）
2020-06-08,231,89.20,"20,605.20(BEA)"
2020-06-05,2052,83.98,"172,324.60(BEA)"
2020-06-04,231,89.30,"20,628.30（BEA）"
2020-06-03,307,89.10,"27,353.70（BEA）"
2020-05-26,2031,40.00,"81,240.00（林业碳汇）"
2020-05-14,2546,11.20,"28,515.20(CCER)"
2020-05-13,10,16.00,160.00(CCER)
2021-05-07,1200,67.80,"81,360.00(BEA)"
2021-05-06,14963,52.90,"844,913.70(BEA)"
2021-04-30,8791,52.89,"464,932.00(BEA)"
2021-04-29,11999,47.60,"571,149.60(BEA)"
2021-04-28,6014,42.02,"252,730.00(BEA)"
2021-04-27,1200,43.77,"52,520.00(BEA)"
2021-04-26,1801,50.11,"90,252.00(BEA)"
2021-04-23,3001,47.00,"141,047.40(BEA)"
2021-04-22,156,39.52,"6,164.40(BEA)"
2021-04-20,7000,35.30,"247,100.00（BEA)"
2021-04-19,100,32.40,"3,240.00(BEA)"
2021-04-16,50,27.00,"1,350.00(BEA)"
2021-04-15,17780,24.00,"426,720.00(BEA)"
2021-04-14,6567,30.00,"197,010.00(BEA)"
2021-04-07,4383,34.00,"149,022.00(BEA)"
2021-01-19,7586,42.81,"324,722.00(BEA)"
2021-01-18,12520,40.93,"512,431.30（BEA）"
2021-01-15,10370,38.44,"398,656.80(BEA)"
2021-01-13,2338,47.80,"111,756.40(BEA)"
2021-01-12,21,59.70,1253.70(BEA)
2020-12-30,500,80.00,"40,000.00(BEA)"
2020-12-29,1000,75.00,"75,000.00(BEA)"
2020-12-23,2323,84.00,"195,132.00(BEA)"
2020-12-22,3400,85.00,"289,000.00（BEA）"
2020-12-21,1000,75.00,"75,000.00(BEA)"
2020-12-18,5205,64.70,"336,763.50(BEA)"
2020-12-17,15145,75.68,1146189.80(BEA)
2020-12-16,1042,72.80,"75,857.60（BEA）"
2020-12-15,2942,87.45,"257,275.00(BEA)"
2020-12-14,121,91.01,"11,012.00(BEA)"
