,Trading Index,Date,Settlement Price (yuan/ton),Highest Price,Lowest Price,Settlement Volume (ton),Turnover (yuan),Return
699,HBEA,2020-04-07,25.41,27.55,24.62,555.0,14066.87,-0.011668611435239229
698,HBEA,2020-04-08,25.95,27.35,25.5,565.0,14460.92,0.021251475796930208
697,HBEA,2020-04-09,25.12,25.79,24.2,2201.0,55255.88,-0.03198458574181107
696,HBEA,2020-04-10,24.49,27.4,23.85,433.0,10815.26,-0.02507961783439505
695,HBEA,2020-04-13,26.6,26.89,25.16,293.0,7460.14,0.08615761535320554
694,HBEA,2020-04-14,25.97,28.86,24.93,216.0,5475.21,-0.023684210526315863
693,HBEA,2020-04-15,26.5,28.38,25.0,427.0,10932.35,0.020408163265306145
692,HBEA,2020-04-16,27.76,27.93,25.08,205.0,5185.35,0.04754716981132079
651,HBEA,2020-04-17,26.49,28.95,25.15,776.0,19652.09,-0.04574927953890506
650,HBEA,2020-04-20,25.85,28.78,24.48,100346.0,2457823.31,-0.02416006040015084
649,HBEA,2020-04-21,26.89,27.89,25.3,868.0,22445.78,0.04023210831721458
648,HBEA,2020-04-22,26.24,29.42,25.0,3468.0,89336.32,-0.02417255485310532
647,HBEA,2020-04-23,25.93,25.97,24.22,349.0,8620.11,-0.011814024390243816
646,HBEA,2020-04-24,25.56,28.27,25.1,17178.0,435998.58,-0.014269186270728929
645,HBEA,2020-04-27,25.58,27.8,23.55,8873.0,219552.34,0.0007824726134584292
644,HBEA,2020-04-28,27.58,27.96,23.66,6001.0,165487.65,0.07818608287724782
643,HBEA,2020-04-29,25.77,25.93,25.21,40831.0,1034106.65,-0.06562726613488035
642,HBEA,2020-04-30,25.93,27.88,24.99,79565.0,2049740.64,0.0062087698874659925
641,HBEA,2020-05-06,25.5,25.99,25.0,46676.0,1169395.39,-0.01658310836868493
640,HBEA,2020-05-07,25.95,26.83,25.07,9404.0,240166.13,0.01764705882352935
628,HBEA,2020-05-08,25.38,25.93,24.61,73756.0,1849359.70,-0.02196531791907519
627,HBEA,2020-05-11,25.49,27.33,25.0,62286.0,1569217.42,0.004334121355398013
626,HBEA,2020-05-12,25.38,27.2,25.01,93201.0,2344328.16,-0.004315417810906164
625,HBEA,2020-05-13,25.48,25.6,25.14,62095.0,1588941.62,0.003940110323089163
624,HBEA,2020-05-14,25.6,26.66,25.1,62121.0,1590811.69,0.004709576138147709
623,HBEA,2020-05-15,25.73,25.99,25.11,106129.0,2694952.20,0.005078125000000044
622,HBEA,2020-05-18,26.07,26.5,24.33,64447.0,1629107.72,0.013214146910221602
621,HBEA,2020-05-19,25.78,27.5,25.1,64355.0,1644806.80,-0.011123897199846522
811,HBEA,2020-05-20,26.29,27.44,25.44,23671.0,612783.63,0.019782777346780467
810,HBEA,2020-05-21,25.78,26.88,25.33,30402.0,779567.73,-0.019399011030810098
809,HBEA,2020-05-22,25.69,26.55,25.3,64265.0,1632189.33,-0.003491078355314148
808,HBEA,2020-05-25,25.23,26.99,25.22,70952.0,1814772.89,-0.01790579992214869
807,HBEA,2020-05-26,25.05,26.66,25.05,65271.0,1670445.89,-0.007134363852556502
806,HBEA,2020-05-27,25.29,26.88,23.66,61487.0,1549581.14,0.009580838323353325
805,HBEA,2020-05-28,25.29,27.3,24.11,67231.0,1695148.47,0.0
804,HBEA,2020-05-29,25.29,25.99,25.0,67701.0,1710697.53,0.0
803,HBEA,2020-06-01,25.2,26.88,24.5,2595.0,66472.78,-0.003558718861209953
802,HBEA,2020-06-02,25.07,25.8,24.1,3702.0,92621.11,-0.00515873015873014
801,HBEA,2020-06-03,26.74,26.99,24.0,4142.0,100500.18,0.06661348224970087
800,HBEA,2020-06-04,24.73,28.44,24.56,42283.0,1080141.93,-0.07516828721017199
799,HBEA,2020-06-05,25.19,26.3,24.0,12332.0,312301.48,0.01860088960776385
798,HBEA,2020-06-08,25.1,27.66,23.88,8243.0,202126.47,-0.0035728463676062416
797,HBEA,2020-06-09,25.19,26.99,23.55,16442.0,415752.98,0.0035856573705179695
796,HBEA,2020-06-10,25.0,26.99,24.35,8784.0,216112.73,-0.0075426756649464854
795,HBEA,2020-06-11,25.07,26.33,24.4,13429.0,333682.84,0.0027999999999999137
794,HBEA,2020-06-12,25.01,26.98,24.61,68987.0,1749695.28,-0.0023932987634622815
793,HBEA,2020-06-15,24.9,27.0,23.0,65589.0,1650577.54,-0.004398240703718637
792,HBEA,2020-06-16,24.88,27.33,24.7,21160.0,526128.71,-0.0008032128514056103
771,HBEA,2020-06-17,24.88,26.09,23.66,73773.0,1853611.06,0.0
770,HBEA,2020-06-18,24.75,26.66,23.68,76888.0,1894787.07,-0.00522508038585201
769,HBEA,2020-06-19,24.76,26.2,24.02,132109.0,3269005.98,0.00040404040404040664
768,HBEA,2020-06-22,24.75,26.88,24.06,65637.0,1652036.13,-0.00040387722132473325
767,HBEA,2020-06-23,24.87,24.97,24.76,46717.0,1163796.65,0.00484848484848488
766,HBEA,2020-06-24,25.26,25.4,24.51,110721.0,2781829.39,0.01568154402895061
765,HBEA,2020-06-29,25.1,27.77,23.0,54488.0,1369602.64,-0.006334125098970689
764,HBEA,2020-06-30,25.11,26.89,23.66,30264.0,783600.75,0.00039840637450194727
763,HBEA,2020-07-01,26.39,27.55,23.01,69245.0,1803286.57,0.050975706889685446
762,HBEA,2020-07-02,26.49,28.4,25.5,94590.0,2436889.88,0.0037893141341416303
761,HBEA,2020-07-03,28.0,29.0,24.5,63831.0,1749822.83,0.05700264250660636
760,HBEA,2020-07-06,27.9,30.66,25.22,70199.0,1968835.20,-0.0035714285714286698
759,HBEA,2020-07-07,27.69,29.88,27.04,176068.0,4988587.56,-0.007526881720430034
758,HBEA,2020-07-08,27.57,30.0,27.0,93567.0,2662816.56,-0.004333694474539573
757,HBEA,2020-07-09,27.42,28.6,26.04,93924.0,2532802.02,-0.005440696409140355
756,HBEA,2020-07-10,27.1,28.6,24.91,77023.0,2058156.97,-0.011670313639679075
755,HBEA,2020-07-11,27.1,--,--,--,--,0.0
754,HBEA,2020-07-13,27.81,29.53,26.22,34229,994780.79,0.026199261992619904
753,HBEA,2020-07-14,27.69,28.1,27.05,75945.0,2099275.21,-0.004314994606256617
752,HBEA,2020-07-15,27.71,27.98,27.05,76133.0,2089736.20,0.0007222824124233362
991,HBEA,2020-07-16,27.71,28.0,26.44,76344.0,2097337.20,0.0
990,HBEA,2020-07-17,27.7,27.99,27.35,123226.0,3408339.21,-0.00036088054853844476
989,HBEA,2020-07-20,27.71,27.94,27.4,97686.0,2705092.47,0.0003610108303249149
988,HBEA,2020-07-21,27.78,27.96,27.55,89996.0,2496324.74,0.0025261638397691133
987,HBEA,2020-07-22,27.78,27.8,26.7,112066.0,3107470.27,0.0
986,HBEA,2020-07-23,27.8,28.5,27.1,125935.0,3500081.27,0.0007199424046075986
985,HBEA,2020-07-24,27.85,28.18,27.73,98535.0,2741515.27,0.0017985611510791255
984,HBEA,2020-07-27,27.84,28.22,26.15,107484.0,2985308.36,-0.000359066427289112
983,HBEA,2020-07-28,27.8,27.98,26.88,110112.0,3062645.43,-0.001436781609195359
982,HBEA,2020-07-29,27.88,28.49,27.15,99254.0,2759834.18,0.0028776978417266452
981,HBEA,2020-07-30,27.88,28.45,27.3,98775.0,2748750.57,0.0
980,HBEA,2020-07-31,27.8,28.14,27.0,113604.0,3159290.08,-0.0028694404591104172
979,HBEA,2020-08-03,27.8,28.16,25.23,112667.0,3129675.97,0.0
978,HBEA,2020-08-04,27.85,28.16,25.23,93226.0,2589201.06,0.0017985611510791255
977,HBEA,2020-08-05,27.85,28.15,25.35,67400.0,1864724.40,0.0
976,HBEA,2020-08-06,27.8,29.4,26.0,89567.0,2478760.53,-0.0017953321364452268
975,HBEA,2020-08-07,27.8,28.08,25.21,64730.0,1799207.95,0.0
974,HBEA,2020-08-10,27.84,27.96,26.83,98026.0,2724657.71,0.0014388489208632116
973,HBEA,2020-08-11,27.77,27.85,27.24,103983.0,2881037.20,-0.0025143678160919336
972,HBEA,2020-08-12,27.87,27.98,25.12,147084.0,4084652.18,0.003601008282319018
791,HBEA,2020-08-13,27.85,27.99,27.63,124446.0,3458160.44,-0.0007176175098672077
790,HBEA,2020-08-14,27.85,27.98,25.22,136868.0,3792210.53,0.0
789,HBEA,2020-08-17,27.8,27.93,25.21,132897.0,3678627.17,-0.0017953321364452268
788,HBEA,2020-08-18,28.99,28.99,25.41,73929.0,2050212.31,0.04280575539568332
787,HBEA,2020-08-19,29.45,31.88,28.01,83344.0,2427536.71,0.01586754053121764
786,HBEA,2020-08-20,29.35,31.0,27.57,92503.0,2685755.43,-0.003395585738539819
785,HBEA,2020-08-21,29.59,29.96,28.5,72177.0,2096437.02,0.008177172061328841
784,HBEA,2020-08-24,29.2,30.44,28.01,105179.0,3046368.50,-0.013180128421764081
783,HBEA,2020-08-25,29.18,29.49,27.88,95631.0,2771976.67,-0.00068493150684934
782,HBEA,2020-08-26,29.1,30.5,28.52,140432.0,4134373.17,-0.002741603838245288
781,HBEA,2020-08-27,29.01,30.3,29.0,92823.0,2692357.08,-0.003092783505154628
780,HBEA,2020-08-28,29.0,29.18,28.66,96314.0,2779641.41,-0.00034470872113068207
779,HBEA,2020-08-31,29.0,30.2,27.11,79272.0,2258616.87,0.0
778,HBEA,2020-09-01,29.0,29.86,27.5,53966.0,1563457.90,0.0
777,HBEA,2020-09-02,28.95,29.2,28.55,81130.0,2332087.27,-0.0017241379310345417
776,HBEA,2020-09-03,28.95,29.19,28.8,99311.0,2869089.31,0.0
775,HBEA,2020-09-04,28.94,29.35,27.87,149673.0,4323988.89,-0.0003454231433505095
774,HBEA,2020-09-07,28.96,29.48,28.1,178939.0,5145850.57,0.0006910850034553828
773,HBEA,2020-09-08,28.99,29.0,28.58,116084.0,3343686.47,0.001035911602209838
772,HBEA,2020-09-09,29.09,29.96,28.1,129669.0,3709228.63,0.0034494653328733804
911,HBEA,2020-09-10,28.76,29.88,28.55,83546.0,2416934.14,-0.011344104503265617
910,HBEA,2020-09-11,29.28,31.0,28.5,54874.0,1590609.55,0.018080667593880273
909,HBEA,2020-09-14,29.12,30.35,28.52,63099.0,1831914.96,-0.005464480874316946
908,HBEA,2020-09-15,29.0,30.19,28.3,82476.0,2375478.53,-0.004120879120879106
907,HBEA,2020-09-16,28.51,29.88,28.2,43749.0,1256557.63,-0.016896551724137843
906,HBEA,2020-09-17,28.98,29.98,28.33,57223.0,1653486.17,0.01648544370396343
905,HBEA,2020-09-18,29.0,29.98,26.51,118911.0,3435678.94,0.0006901311249136732
904,HBEA,2020-09-21,29.0,29.66,28.51,132692.0,3844392.83,0.0
903,HBEA,2020-09-22,29.09,30.0,27.61,57514.0,1671089.20,0.003103448275862064
902,HBEA,2020-09-23,29.19,32.0,28.8,120060.0,3486004.49,0.0034376074252320254
901,HBEA,2020-09-24,29.23,29.91,29.2,151423.0,4447884.63,0.0013703323055840322
900,HBEA,2020-09-25,29.3,29.66,28.88,246890.0,7219985.54,0.0023947998631543843
899,HBEA,2020-09-28,29.41,30.37,28.01,57009.0,1667027.05,0.003754266211604129
898,HBEA,2020-09-29,29.6,30.0,29.21,42154.0,1243943.47,0.006460387623257402
897,HBEA,2020-09-30,28.89,29.98,28.89,315918.0,9301865.77,-0.02398648648648649
896,HBEA,2020-10-09,27.37,29.64,26.01,2131.0,58428.14,-0.05261336102457592
895,HBEA,2020-10-12,28.98,29.76,28.0,3950.0,112243.78,0.05882352941176472
894,HBEA,2020-10-13,28.92,29.57,28.4,9867.0,280263.19,-0.0020703933747411307
893,HBEA,2020-10-14,28.99,29.57,28.5,5236.0,150283.64,0.0024204702627939056
892,HBEA,2020-10-15,29.3,29.47,29.3,502.0,14708.94,0.010693342531907568
971,HBEA,2020-10-16,28.8,29.0,28.45,22692.0,648454.92,-0.017064846416382284
970,HBEA,2020-10-19,28.9,29.59,28.55,13598.0,390527.56,0.003472222222222099
969,HBEA,2020-10-20,29.1,29.59,27.44,12617.0,364855.13,0.006920415224913601
968,HBEA,2020-10-21,29.12,29.6,28.82,13504.0,393781.86,0.0006872852233676952
967,HBEA,2020-10-22,28.97,31.79,28.95,9021.0,261965.06,-0.005151098901098994
966,HBEA,2020-10-23,29.0,29.5,28.91,23374.0,677315.30,0.0010355540214015413
965,HBEA,2020-10-26,29.0,29.0,27.0,115910.0,3350610.86,0.0
964,HBEA,2020-10-27,28.99,29.55,28.7,40687.0,1174870.27,-0.00034482758620690834
963,HBEA,2020-10-28,28.92,30.0,28.9,69719.0,2023100.31,-0.002414625733011322
962,HBEA,2020-10-29,29.4,31.8,28.8,8752.0,254644.22,0.016597510373443924
961,HBEA,2020-10-30,29.65,32.32,28.7,62194.0,1963081.90,0.008503401360544283
960,HBEA,2020-11-02,29.41,29.99,28.1,547.0,15829.57,-0.008094435075885253
959,HBEA,2020-11-03,29.55,29.98,27.01,15344.0,422628.81,0.00476028561713715
958,HBEA,2020-11-04,29.39,29.88,26.77,23969.0,657960.63,-0.005414551607444973
957,HBEA,2020-11-05,29.22,29.99,26.66,8518.0,230010.36,-0.005784280367472028
956,HBEA,2020-11-06,29.68,30.2,29.67,1101.0,32679.20,0.015742642026009612
955,HBEA,2020-11-09,29.56,30.0,28.7,8015.0,230193.85,-0.0040431266846361336
954,HBEA,2020-11-10,29.39,29.58,27.01,23419.0,638534.23,-0.005751014884979644
953,HBEA,2020-11-11,28.73,29.95,28.21,61887.0,1777042.31,-0.022456617897243958
952,HBEA,2020-11-12,29.0,29.49,25.9,188315.0,5352241.62,0.009397841977027532
951,HBEA,2020-11-13,28.69,29.19,27.46,78000.0,2239868.82,-0.010689655172413715
950,HBEA,2020-11-16,28.5,29.48,28.4,207462.0,6046629.92,-0.0066225165562914245
949,HBEA,2020-11-17,28.46,28.89,25.8,37828.0,1045141.86,-0.00140350877192974
948,HBEA,2020-11-18,28.4,28.95,27.5,76192.0,2130667.19,-0.0021082220660576523
947,HBEA,2020-11-19,27.99,28.5,27.8,97541.0,2736240.78,-0.014436619718309895
946,HBEA,2020-11-20,27.99,28.6,27.5,61558.0,1719513.51,0.0
945,HBEA,2020-11-23,27.52,28.78,26.21,109369.0,3000692.41,-0.016791711325473302
944,HBEA,2020-11-24,27.26,28.3,26.5,189598.0,5110752.61,-0.009447674418604612
943,HBEA,2020-11-25,27.79,27.85,27.14,72081.0,1987332.14,0.019442406456346095
942,HBEA,2020-11-26,28.04,28.1,27.5,118629.0,3312159.66,0.008996041741633709
941,HBEA,2020-11-27,28.12,28.59,27.81,58037.0,1635137.99,0.0028530670470756636
940,HBEA,2020-11-30,27.49,27.99,27.45,58562.0,1621295.95,-0.02240398293029877
939,HBEA,2020-12-01,27.02,27.78,27.02,97753.0,2687687.44,-0.017097126227719084
938,HBEA,2020-12-02,27.69,28.48,27.45,234806.0,6633666.82,0.024796447076239847
937,HBEA,2020-12-03,27.7,28.0,27.03,124296.0,3441752.51,0.0003611412062114461
936,HBEA,2020-12-04,27.77,27.99,27.03,76690.0,2120968.15,0.002527075812274404
935,HBEA,2020-12-07,27.85,29.53,27.6,306971.0,8781842.72,0.0028808066258552145
934,HBEA,2020-12-08,27.78,27.99,27.68,462057.0,12821734.50,-0.0025134649910233398
933,HBEA,2020-12-09,27.65,30.5,27.5,386466.0,10789025.92,-0.004679625629949724
932,HBEA,2020-12-10,27.57,27.74,27.21,33502.0,918395.11,-0.002893309222423035
931,HBEA,2020-12-11,27.7,27.95,27.55,127157.0,3524296.57,0.004715270221254952
930,HBEA,2020-12-14,27.75,27.95,25.61,234989.0,6435925.11,0.0018050541516245744
929,HBEA,2020-12-16,27.83,27.93,27.01,22585.0,626723.39,0.0028828828828828534
928,HBEA,2020-12-17,27.2,28.0,25.8,85914.0,2244260.02,-0.022637441609773545
927,HBEA,2020-12-21,27.27,27.85,27.24,40836.0,1131441.02,0.0025735294117648078
926,HBEA,2020-12-22,27.49,27.92,26.11,65826.0,1750047.17,0.008067473414008042
925,HBEA,2020-12-23,26.24,27.3,26.01,62767.0,1673187.23,-0.04547108039287018
924,HBEA,2020-12-24,27.48,27.94,26.31,52867.0,1431081.89,0.04725609756097571
923,HBEA,2020-12-25,27.84,28.5,26.41,243365.0,6885156.29,0.013100436681222627
922,HBEA,2020-12-28,27.89,28.32,26.45,21038.0,582210.48,0.0017959770114943652
921,HBEA,2020-12-29,28.15,28.41,26.52,44717.0,1249124.23,0.009322337755467869
920,HBEA,2020-12-30,28.28,28.43,27.0,78072.0,2187035.28,0.004618117229129748
919,HBEA,2020-12-31,27.99,27.99,26.31,4256.0,116199.58,-0.010254596888260359
918,HBEA,2021-01-04,28.36,28.38,28.36,5.0,141.82,0.013219006788138588
917,HBEA,2021-01-05,28.35,28.35,28.35,164.0,4649.40,-0.0003526093088856985
916,HBEA,2021-01-06,28.34,28.34,28.34,250.0,7085.00,-0.0003527336860670305
915,HBEA,2021-01-07,28.32,28.33,28.31,7643.0,216438.77,-0.0007057163020465218
914,HBEA,2021-01-08,28.2,28.24,27.5,3401.0,94585.35,-0.004237288135593209
913,HBEA,2021-01-11,27.8,27.99,27.5,1179.0,32667.23,-0.014184397163120477
912,HBEA,2021-01-12,27.98,27.98,27.98,5.0,139.90,0.006474820143884896
831,HBEA,2021-01-13,27.98,27.99,27.68,5041.0,139983.40,0.0
830,HBEA,2021-01-14,27.99,27.99,27.99,350.0,9796.50,0.00035739814152968563
829,HBEA,2021-01-15,28.46,28.48,28.46,337.0,9591.12,0.016791711325473413
828,HBEA,2021-01-18,28.84,28.84,28.84,5.0,144.20,0.013352073085031613
827,HBEA,2021-01-19,28.83,28.83,27.83,3572.0,99592.06,-0.00034674063800277377
826,HBEA,2021-01-20,28.18,28.18,27.0,205.0,5540.90,-0.02254595907041268
825,HBEA,2021-01-21,28.86,28.86,27.0,13226.0,358180.64,0.024130589070262554
824,HBEA,2021-01-22,28.09,28.71,27.52,302.0,8315.08,-0.026680526680526673
823,HBEA,2021-01-25,28.48,28.48,28.48,5.0,142.40,0.013883944464222253
822,HBEA,2021-01-26,28.86,28.86,28.86,5.0,144.30,0.01334269662921339
821,HBEA,2021-01-27,31.66,31.66,31.66,5.0,158.30,0.09702009702009695
820,HBEA,2021-01-28,28.96,28.96,28.49,30.0,857.05,-0.08528111181301323
819,HBEA,2021-01-29,28.93,28.94,26.56,150116.0,3987166.06,-0.001035911602209949
818,HBEA,2021-02-01,30.99,30.99,30.99,5.0,154.95,0.07120636017974413
817,HBEA,2021-02-02,29.94,30.0,27.95,8347.0,248150.12,-0.03388189738625358
816,HBEA,2021-02-03,29.7,29.7,27.22,561.0,15282.82,-0.008016032064128376
815,HBEA,2021-02-04,29.66,29.66,26.89,202.0,5445.63,-0.0013468013468013185
814,HBEA,2021-02-05,27.22,29.63,27.22,115.0,3285.15,-0.08226567768037762
813,HBEA,2021-02-08,28.99,28.99,28.99,5.0,144.95,0.06502571638501098
812,HBEA,2021-02-09,29.44,29.88,26.87,1749.0,47023.66,0.015522593997930434
851,HBEA,2021-02-10,29.35,29.35,29.35,154.0,4519.90,-0.0030570652173913526
850,HBEA,2021-02-18,32.28,32.28,32.28,5.0,161.40,0.09982964224872237
849,HBEA,2021-02-19,34.21,35.5,29.06,6.0,206.56,0.05978934324659235
848,HBEA,2021-02-22,34.92,34.99,30.79,2195.0,72906.57,0.020754165448699124
847,HBEA,2021-02-23,36.56,38.39,31.43,3254.0,104607.03,0.04696449026345939
846,HBEA,2021-02-24,36.54,36.54,32.9,515.0,16966.70,-0.000547045951860059
845,HBEA,2021-02-25,32.99,33.0,32.89,14.0,461.89,-0.09715380405035567
844,HBEA,2021-02-26,30.0,33.0,29.69,18296.0,548499.31,-0.09063352531070024
843,HBEA,2021-03-01,29.99,30.0,27.7,452.0,12625.90,-0.00033333333333340764
842,HBEA,2021-03-02,32.84,32.98,28.0,210.0,6896.90,0.09503167722574202
841,HBEA,2021-03-03,35.96,36.12,29.56,2010.0,59480.41,0.09500609013398287
840,HBEA,2021-03-04,32.69,37.68,30.84,772.0,25227.50,-0.09093437152391559
839,"HBEA
",2021-03-05,30.0,"30.00
","29.42
","1350
","39912.37
",-0.08228816151728346
838,"HBEA
",2021-03-08,30.83,"32.97
","27.61
","7
","220.07
",0.027666666666666506
837,"HBEA
",2021-03-09,29.97,"29.99
","27.76
","1809
","52659.72
",-0.027894907557573734
836,"HBEA
",2021-03-10,31.05,"31.98
","28.05
","249
","7732.52
",0.03603603603603611
835,"HBEA
",2021-03-11,33.42,"33.96
","28.10
","110
","3677.00
",0.07632850241545897
834,"HBEA
",2021-03-12,34.96,"36.30
","30.08
","1136
","38995.88
",0.046080191502094525
833,"HBEA
",2021-03-15,33.65,"36.14
","31.50
","1164
","37390.78
",-0.0374713958810069
832,"HBEA
",2021-03-16,34.07,"37.00
","30.29
","1713
","52869.35
",0.012481426448736954
891,"HBEA
",2021-03-17,30.66,"35.98
","30.66
","535
","17012.80
",-0.10008805400645726
890,"HBEA
",2021-03-18,33.35,"33.70
","27.60
","551
","15501.40
",0.08773646444879324
889,"HBEA
",2021-03-19,33.66,"35.98
","30.02
","2074
","62938.08
",0.009295352323837935
888,"HBEA
",2021-03-22,32.0,"32.00
","30.29
","3073
","93261.29
",-0.04931669637551983
887,HBEA,2021-03-23,35.08,35.08,35.08,100.0,3508.00,0.09624999999999995
886,HBEA,2021-03-24,31.57,37.88,31.57,354.0,12433.76,-0.10005701254275934
885,HBEA,2021-03-26,31.72,31.81,27.88,171.0,5171.31,0.00475134621476081
884,HBEA,2021-03-29,30.27,34.88,28.56,1303.0,38982.75,-0.04571248423707441
883,HBEA,2021-03-30,29.74,30.0,28.12,921.0,26671.12,-0.01750908490254377
882,HBEA,2021-03-31,28.89,31.0,27.1,10245.0,292086.50,-0.028581035642232577
881,HBEA,2021-04-01,28.99,31.24,28.0,323.0,9486.50,0.00346140533056416
880,HBEA,2021-04-02,29.2,31.4,26.09,111.0,3193.96,0.007243877199034188
879,HBEA,2021-04-06,28.71,32.06,28.7,3143.0,90252.70,-0.016780821917808164
878,HBEA,2021-04-07,29.7,29.7,29.69,8.0,237.55,0.0344827586206895
877,HBEA,2021-04-08,32.31,32.38,29.4,43.0,1290.52,0.08787878787878789
876,HBEA,2021-04-09,33.96,33.96,33.96,1.0,33.96,0.05106778087279484
875,HBEA,2021-04-12,30.6,33.88,30.56,5194.0,160613.25,-0.09893992932862183
874,HBEA,2021-04-13,28.84,33.63,28.41,51.0,1540.20,-0.05751633986928106
873,HBEA,2021-04-14,29.6,31.66,28.65,1165.0,33594.33,0.026352288488210807
872,HBEA,2021-04-15,30.6,32.55,29.0,594.0,17416.17,0.03378378378378377
871,HBEA,2021-04-16,30.12,31.0,29.16,28.0,844.08,-0.015686274509803977
870,HBEA,2021-04-19,29.5,33.11,28.99,771.0,22411.01,-0.02058432934926957
869,HBEA,2021-04-20,29.46,30.99,29.0,171.0,4993.49,-0.0013559322033898091
868,HBEA,2021-04-21,30.2,32.4,29.21,21.0,634.30,0.02511880515953835
867,HBEA,2021-04-22,28.85,30.95,28.81,1284.0,37427.51,-0.04470198675496684
866,HBEA,2021-04-23,29.64,29.8,28.9,29.0,859.60,0.027383015597920224
865,HBEA,2021-04-26,29.76,32.58,26.89,2744.0,79452.15,0.004048582995951344
864,HBEA,2021-04-27,29.84,32.73,29.0,672.0,20127.79,0.0026881720430107503
863,HBEA,2021-04-28,29.9,29.9,29.0,511.0,14909.17,0.002010723860589758
862,HBEA,2021-04-29,29.09,30.98,28.05,1884.0,54689.29,-0.02709030100334442
861,HBEA,2021-04-30,30.0,31.9,26.82,4258.0,114844.30,0.03128222756961163
860,HBEA,2021-05-06,30.99,32.98,29.6,948.0,29343.55,0.03299999999999992
859,HBEA,2021-05-07,30.5,33.98,27.89,764.0,22377.76,-0.01581155211358498
858,HBEA,2021-05-10,32.34,33.5,29.0,1051.0,32236.63,0.06032786885245911
857,HBEA,2021-05-11,30.17,33.97,29.5,1589.0,47896.73,-0.0670995670995671
856,HBEA,2021-05-12,29.96,33.15,27.15,98.0,3062.87,-0.00696055684454755
855,HBEA,2021-05-13,29.88,32.92,28.88,175.0,5139.07,-0.002670226969292422
854,HBEA,2021-05-14,31.02,32.76,29.31,619.0,18617.20,0.0381526104417671
853,HBEA,2021-05-17,29.99,31.96,29.57,968.0,28689.05,-0.03320438426821404
852,HBEA,2021-05-18,29.77,32.95,27.01,2718.0,81306.49,-0.007335778592864273
19,HBEA,2021-05-19,31.49,31.98,29.72,37.0,1125.08,0.057776284850520554
18,HBEA,2021-05-20,30.04,33.99,28.34,771.0,23847.84,-0.04604636392505557
17,HBEA,2021-05-21,30.34,32.99,27.1,8076.0,235345.41,0.00998668442077233
16,HBEA,2021-05-24,30.53,33.37,30.02,5276.0,168953.97,0.006262359920896632
15,HBEA,2021-05-25,30.37,31.99,30.13,8369.0,254114.07,-0.005240746806419949
14,HBEA,2021-05-26,30.01,33.4,29.07,26937.0,812621.66,-0.01185380309515971
13,HBEA,2021-05-27,30.15,32.99,29.71,3172.0,95837.63,0.0046651116294567085
12,HBEA,2021-05-28,30.06,32.8,30.06,10711.0,322838.00,-0.0029850746268657025
11,HBEA,2021-05-31,33.04,33.04,29.86,22840.0,691981.05,0.09913506320691945
10,HBEA,2021-06-01,30.98,34.4,30.0,108689.0,3691517.11,-0.0623486682808716
9,HBEA,2021-06-02,30.28,33.99,29.08,10416.0,302954.73,-0.022595222724338226
8,HBEA,2021-06-03,30.83,32.99,30.22,3530.0,106882.55,0.018163804491413416
7,HBEA,2021-06-04,30.78,30.81,30.09,13432.0,407213.69,-0.0016217969510216035
6,HBEA,2021-06-07,30.16,30.8,30.15,6523.0,198008.59,-0.020142949967511425
5,HBEA,2021-06-08,30.13,32.98,27.21,22101.0,604326.51,-0.0009946949602122057
4,HBEA,2021-06-09,30.6,33.14,30.5,6425.0,206955.64,0.015599070693660844
3,HBEA,2021-06-10,30.29,31.0,28.02,10234.0,314945.84,-0.010130718954248441
2,HBEA,2021-06-11,30.56,32.0,30.31,5728.0,179753.55,0.008913832948167721
1,HBEA,2021-06-15,32.06,32.46,27.67,2256.0,71101.31,0.04908376963350802
0,HBEA,2021-06-16,31.49,35.25,28.91,51106.0,1575446.25,-0.017779164067373787
591,,,,,,,,
